,index,jian_flag_all,pred_label,問題なしの確率（0）,問題ありの確率（1）,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,20_p_num,ID,flag1（前後重複70%以上）,flag2（欠測有無）,flag3（保護者不同意）,flag4（デスクトップPC実施）,flag5（特支学級）,flag6（IAT誤答率20%以上）,SchoolNumber,SchoolClass,PersonalNumber,StudentAge,IAT_pattern,IAT_po,IAT_ne,IAT,IAT1_error,IAT2_error,IAT_Q1,IAT_Q2,IAT_Q3,sc1,sc2,sc3,sc4,sc5,sc6,sc7,sc8,ss1,ss2,ss3,ss4,ss5,ss6,cu1,cu2,cu3,cu4,cu5,cu6,cu7,md1,md2,md3,md4,md5,md6,md7,md8,md9,md10,md11,cd1,cd2,cd3,cd4,cd5,cd6,cd7,cd8,cd9,cd10,cd11,ab1,ab2,ab3,ab4,ab5,ab6,ab7,ab8,pr1,pr2,pr3,pr5,pr6,pr7,pr9,pr10,pr11,pr13,pr14,pr15,pr17,pr18,pr19,pr4,pr8,pr12,pr16,tl1,tl4,tl6,tl8,tl9,tl11,tl13,tl15,tl17,tl2,tl3,tl5,tl7,tl10,tl12,tl14,tl16,fr1,fr3,fr5,fr7,fr9,fr2,fr4,fr6,fr8,ce1,ce2,ce3,ce4,ce5,ce6,ps1,ps2,ps3,ps4,ps5,ps6,ps7,ps8,ps9,ps10,self_control,sensation_seeking,callous_unemotional,moral_disengagement,cognitive_distortion,aggression_belief,acceptance,psychological_control,monitoring,family_violence,goal_achievement,group_maintenance,good_friendship,bad_friendship,informal_control,social_cohesion,self_control_after,sensation_seeking_after,callous_unemotional_after,moral_disengagement_after,cognitive_distortion_after,aggression_belief_after,acceptance_after,psychological_control_after,monitoring_after,family_violence_after,goal_achievement_after,group_maintenance_after,good_friendship_after,bad_friendship_after,informal_control_after,social_cohesion_after,season,mondai,hutoukou,ijime,mondai_after,hutoukou_after,ijime_after,jian_flag_half,cluster,cluster_replace,cluster_after,cluster_after_replace,cluster_naimen,cluster_naimen_replace,cluster_naimen_after,cluster_naimen_after_replace,StudentGender_1,StudentGender_2,SchoolGrade_4,SchoolGrade_5,SchoolGrade_6,SchoolGrade_7,SchoolGrade_8,SchoolGrade_9,gakku_1,gakku_10,gakku_11,gakku_12,gakku_13,gakku_14,gakku_15,gakku_16,gakku_17,gakku_18,gakku_19,gakku_2,gakku_20,gakku_21,gakku_22,gakku_3,gakku_4,gakku_5,gakku_6,gakku_7,gakku_8,gakku_9,jian_flag_all
77,77,0,0.0,0.8369218164243881,0.16307818357561202,12446,12446,12446,s25_6332,13927,0,0,0,0,0,0,s25,3,32,11,3,7.090076836000001,6.723832441,-0.366244395,5.882352941000001,8.0,4,4,4,1,1,1,1,4,1,1,1,1,1,1,4,4,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,3,1,4,4,1,1,4,4,4,2,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,1,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,4,1,1,4,1,1,4,8,12,7,16,11,8,12,18,5,15,9,9,8,4,3,3,13.0,15.0,7.0,22.0,14.0,10.0,8.0,16.0,4.0,14.0,9.0,18.0,9.0,7.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,9,7,8.0,9.0,8,1,7.0,6.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
80,80,0,0.0,0.8328243286166048,0.16717567138339523,14336,14336,14336,s33_6134,16116,0,0,0,0,0,0,s33,1,34,11,3,7.070274208,6.812445099,-0.257829109,0.0,0.0,4,4,4,3,3,2,2,2,2,2,2,3,3,2,2,4,1,4,4,3,3,3,4,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,4,3,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,3,3,3,4,1,1,2,1,3,3,4,3,4,4,4,1,3,4,3,2,3,2,1,3,19,15,10,13,15,8,6,9,4,4,11,9,9,5,5,4,15.0,11.0,10.0,17.0,11.0,8.0,6.0,9.0,4.0,4.0,10.0,10.0,7.0,5.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,2,5,6.0,2.0,1,4,2.0,3.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85,85,0,0.0,0.7056994785824129,0.2943005214175871,14205,14205,14205,s32_6136,15967,0,0,0,0,0,0,s32,1,36,11,3,7.706262975,7.418580903,-0.287682072,0.0,0.0,4,4,4,2,2,1,1,1,1,1,1,2,1,1,2,3,1,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,4,3,4,4,4,4,4,4,4,4,4,4,3,3,2,1,1,1,3,1,2,1,4,1,1,1,1,3,4,2,4,4,3,4,3,4,3,2,3,4,3,3,4,3,4,4,4,4,4,1,2,1,1,3,3,3,4,3,4,4,1,3,3,2,1,3,1,1,3,13,10,14,11,12,9,8,9,8,4,15,14,5,5,6,4,16.0,12.0,9.0,13.0,12.0,8.0,6.0,8.0,4.0,7.0,11.0,13.0,5.0,5.0,3.0,6.0,1,0,0,0,0.0,0.0,0.0,0,2,5,7.0,4.0,9,5,8.0,1.0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,93,0,0.0,0.7221749933791031,0.277825006620897,9380,9380,9380,s12_4328,10625,0,0,0,0,0,0,s12,3,28,10,3,8.517193191,7.195437351,-1.32175584,0.0,0.0,4,4,4,1,1,1,1,4,1,2,1,1,1,1,2,4,1,4,4,4,4,4,4,4,1,1,1,1,1,3,4,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,3,1,4,4,4,1,1,1,1,4,3,2,4,4,4,1,4,3,3,3,4,3,2,3,4,2,4,4,4,3,4,1,1,1,1,4,3,4,4,4,4,4,1,4,3,1,2,3,2,1,3,9,10,7,17,13,12,7,8,3,4,16,16,6,4,4,3,13.0,11.0,8.0,12.0,11.0,8.0,6.0,7.0,3.0,4.0,19.0,15.0,6.0,4.0,4.0,3.0,1,0,0,0,0.0,0.0,0.0,0,6,2,6.0,2.0,4,7,8.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,95,0,0.0,0.7026367979031265,0.29736320209687345,25793,25793,25793,c8_9306,28884,0,0,0,0,0,1,c8,3,6,15,3,6.7587197,6.878767742000001,0.120048042,23.07692308,4.7619047619999995,2,3,4,3,3,2,3,2,2,3,3,1,1,1,4,2,2,3,3,3,3,3,3,2,5,5,5,1,1,3,1,4,2,1,2,4,2,1,1,1,2,2,3,4,3,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,3,1,2,4,2,4,1,1,1,1,4,4,4,4,4,4,4,3,4,4,4,4,4,2,4,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,3,3,2,3,1,3,22,11,15,30,25,8,6,11,5,4,10,10,14,8,9,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,8,9,,,9,5,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
96,96,0,0.0,0.7324872336863166,0.2675127663136833,5862,5862,5862,c3_7416,6452,0,0,0,0,0,0,c3,4,16,12,4,7.843848638,6.812445099,-1.031403539,0.0,12.5,3,3,4,2,2,1,2,4,2,2,2,2,1,1,1,2,1,4,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,2,3,1,3,3,4,1,1,1,2,3,4,4,4,4,3,4,3,3,4,4,4,4,4,4,3,3,3,3,3,2,3,1,1,2,2,3,3,4,3,3,2,3,2,3,4,2,2,2,2,2,3,14,8,13,11,12,8,11,12,5,5,10,13,11,6,5,7,15.0,10.0,14.0,13.0,11.0,8.0,11.0,8.0,6.0,4.0,9.0,10.0,10.0,4.0,5.0,6.0,1,0,0,0,0.0,0.0,0.0,0,2,5,2.0,5.0,2,3,2.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101,101,0,0.0,0.7870652928467415,0.21293470715325843,32435,32435,32435,s36_4128,36246,0,0,0,0,0,1,s36,1,28,10,3,6.881322022000001,6.773165125,-0.10815689699999999,26.08695652,33.33333333,3,3,4,1,1,1,1,3,1,1,1,4,4,3,2,2,2,4,4,3,3,3,4,3,1,1,2,1,1,2,2,2,1,1,1,3,1,2,1,3,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,1,1,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,4,1,2,1,1,2,1,4,4,4,3,4,4,3,3,3,4,3,3,4,3,1,3,9,17,11,15,17,8,6,7,3,4,9,9,12,5,3,4,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,9,5,,,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,112,0,0.0,0.7923598350008675,0.20764016499913246,27512,27512,27512,s14_4208,30789,0,0,0,0,0,0,s14,2,8,9,4,7.195437351,6.907755279,-0.287682072,0.0,0.0,4,4,4,2,3,1,1,3,1,2,1,4,2,3,3,3,1,3,3,3,4,4,4,3,4,1,1,1,1,2,2,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,3,3,4,1,1,1,1,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,1,1,1,2,4,4,4,4,4,4,4,2,3,2,2,1,4,3,2,2,13,16,11,19,12,8,6,7,5,4,9,10,6,5,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,3,1,,,1,4,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,114,0,0.0,0.7353934603884525,0.2646065396115475,26206,26206,26206,c9_9238,29336,0,0,0,0,0,1,c9,2,38,15,4,6.730421263999999,6.684611727999999,-0.045809536,7.692307692000001,53.125,3,2,4,2,2,2,4,2,1,1,2,4,2,3,4,4,2,3,4,4,4,4,4,4,3,2,3,1,1,1,2,2,2,2,2,1,1,1,1,3,1,1,4,1,3,6,1,4,4,4,4,4,4,4,4,4,3,3,4,3,2,1,1,1,2,2,4,4,4,1,4,1,1,3,3,3,3,4,3,3,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,3,3,3,3,3,4,1,4,2,1,4,3,3,2,1,17,19,8,21,23,11,9,9,3,7,15,16,5,4,8,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,7,4,,,4,7,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
116,116,0,0.0,0.7680201082008508,0.2319798917991492,33777,33777,33777,s43_6102,37678,0,0,0,0,0,0,s43,1,2,12,3,7.338538195,7.1094949220000005,-0.22904327300000002,0.0,11.76470588,4,4,4,2,3,2,3,3,2,2,3,4,3,1,4,4,1,4,4,3,2,3,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,3,1,4,2,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,1,1,1,1,4,4,4,3,3,2,4,1,3,2,2,2,4,3,1,1,19,17,13,12,12,8,6,8,5,4,10,9,5,4,3,7,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,1,4,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,124,0,0.0,0.70184934378751,0.29815065621249015,6112,6112,6112,c3_9316,6721,0,0,0,0,0,1,c3,3,16,14,3,6.9257737839999995,6.649520408,-0.27625337699999997,27.27272727,20.68965517,4,2,4,4,4,4,4,1,4,4,4,4,1,4,1,1,1,4,4,1,1,4,4,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,6,6,1,6,6,1,1,6,4,4,4,4,4,4,2,2,4,4,4,4,4,4,4,4,1,4,4,1,4,1,4,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,4,4,1,1,1,1,4,4,1,4,1,1,1,1,1,1,1,1,1,4,4,1,4,1,4,4,4,4,1,1,32,12,16,16,36,12,6,18,6,4,26,30,11,4,12,9,29.0,18.0,16.0,21.0,46.0,12.0,6.0,9.0,3.0,4.0,32.0,30.0,17.0,13.0,12.0,12.0,1,0,0,0,0.0,0.0,0.0,0,8,9,8.0,9.0,5,8,3.0,9.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
126,126,0,0.0,0.7538931044583672,0.2461068955416328,24127,24127,24127,c4_9118,26764,0,0,0,0,0,0,c4,1,18,14,3,6.787795964,6.627453313999999,-0.16034265,4.347826087,3.7037037039999996,4,3,4,2,3,2,3,2,2,2,3,3,2,1,2,3,1,4,4,3,4,4,4,3,2,2,2,1,1,2,2,2,2,1,2,3,1,1,2,2,1,1,2,1,1,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,2,2,1,1,1,1,3,3,4,1,1,1,1,2,3,3,3,4,3,4,4,4,3,3,2,3,3,4,3,3,4,3,2,3,2,1,1,2,1,2,3,3,3,3,3,4,3,4,4,3,3,3,2,2,4,20,12,9,19,17,9,7,8,5,4,16,15,11,5,7,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,9,5,,,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
132,132,0,0.0,0.7913007965459171,0.20869920345408288,21486,21486,21486,c18_9520,23886,0,0,0,0,0,0,c18,5,20,15,3,7.303650936,6.684611727999999,-0.619039208,14.28571429,0.0,4,4,3,3,2,2,3,2,2,3,3,1,1,1,1,3,2,4,3,2,3,3,3,3,1,5,3,1,1,4,1,1,6,1,1,3,1,1,2,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,4,4,4,1,1,1,2,3,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,2,1,2,2,3,3,3,3,4,2,3,3,4,4,3,3,2,3,21,9,14,25,14,8,6,9,3,5,8,12,6,5,8,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,9,5,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
136,136,0,0.0,0.82450009039134,0.17549990960865985,28323,28323,28323,s17_5223,31671,0,0,0,0,0,0,s17,2,23,10,2,7.1507014579999995,6.812445099,-0.338256358,0.0,6.25,4,4,4,2,2,1,1,4,1,1,1,4,2,4,2,3,1,3,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,2,1,4,4,4,1,1,1,1,4,4,4,4,4,4,4,4,4,3,2,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,2,4,4,3,1,3,2,1,2,10,16,9,11,11,8,6,7,3,4,11,9,5,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,3,1,,,6,2,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,138,0,0.0,0.8056346065109278,0.19436539348907209,22166,22166,22166,c20_9210,24631,0,0,0,0,0,0,c20,2,10,15,4,7.13089883,6.812445099,-0.318453731,0.0,0.0,4,3,4,1,3,2,1,3,1,3,1,4,1,4,3,3,1,3,3,3,2,3,4,3,1,1,1,1,1,1,1,4,6,1,1,4,1,1,4,1,1,1,5,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,1,3,4,4,1,1,1,1,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,2,4,4,1,1,3,1,1,1,3,2,2,2,3,2,2,3,3,2,4,3,4,3,14,16,14,19,26,8,6,9,4,4,9,10,9,6,10,9,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,7,6,,,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
139,139,0,0.0,0.7950106571400439,0.20498934285995613,6193,6193,6193,c4_7202,6810,0,0,0,0,0,0,c4,2,2,13,4,7.358340822000001,6.812445099,-0.545895723,0.0,7.692307692000001,4,4,4,1,1,1,1,1,1,1,1,3,3,1,3,3,1,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,3,3,4,4,3,1,2,1,1,1,1,2,2,4,1,1,1,1,4,3,4,4,4,4,3,4,3,4,4,4,4,4,2,2,4,4,4,4,4,4,1,1,1,2,4,4,4,4,4,4,3,1,4,3,4,4,1,2,1,4,11,14,7,11,11,8,10,7,7,4,12,12,5,5,3,3,13.0,12.0,8.0,11.0,11.0,8.0,13.0,10.0,8.0,4.0,22.0,19.0,6.0,6.0,7.0,5.0,1,0,0,0,0.0,0.0,0.0,0,1,3,2.0,5.0,6,2,8.0,1.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
141,141,0,0.0,0.76442618062515,0.23557381937484995,24038,24038,24038,c4_8217,26673,0,0,0,0,0,0,c4,2,17,14,2,7.234658065,6.684611727999999,-0.550046337,0.0,13.33333333,4,3,4,3,3,3,4,2,2,2,4,3,1,1,1,3,2,3,3,4,3,4,3,3,2,2,2,1,1,3,2,3,2,1,2,1,1,1,2,2,1,1,2,1,1,2,3,4,4,4,3,4,4,4,4,4,4,4,4,3,1,1,1,1,2,1,3,4,4,1,1,1,1,3,3,4,4,4,4,4,3,4,3,3,3,4,4,3,3,4,3,4,4,3,4,1,1,2,1,3,2,4,2,2,3,4,2,3,2,2,2,3,3,2,3,24,11,12,21,15,10,7,7,4,4,13,12,7,5,6,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,6,2,,,7,6,,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
142,142,0,0.0,0.822714756106129,0.17728524389387101,31742,31742,31742,s31_5217,35365,0,0,0,0,0,0,s31,2,17,11,2,7.50559228,7.070274208,-0.43531807100000003,0.0,0.0,4,4,4,1,2,1,3,4,1,2,2,2,1,3,3,4,1,4,4,4,3,4,4,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,3,4,4,4,4,1,2,1,1,3,1,4,4,4,1,1,1,1,3,4,4,4,4,4,4,4,2,4,3,4,4,3,4,3,4,3,3,3,3,3,2,1,2,2,2,4,4,3,3,3,4,2,3,3,3,2,4,3,1,3,13,14,9,12,11,8,7,9,3,4,11,12,10,7,5,6,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,6,2,,,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
145,145,0,0.0,0.7672833675480472,0.23271663245195287,850,850,850,c10_9402,968,0,0,0,0,0,0,c10,4,2,14,4,6.832247726,6.536191723,-0.296056004,0.0,4.545454545,4,4,4,1,1,1,4,3,1,1,3,3,2,4,2,4,1,4,4,4,4,4,4,4,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,2,1,1,2,4,4,3,4,4,4,4,4,4,3,3,4,2,2,1,2,1,1,2,1,4,2,4,1,2,1,4,2,3,4,2,3,2,2,2,4,4,4,3,4,3,3,4,3,4,4,4,1,4,1,1,1,2,3,3,4,4,4,4,4,1,3,1,3,1,4,1,1,2,14,16,7,13,14,9,12,8,5,8,12,21,8,5,5,3,16.0,15.0,8.0,12.0,11.0,9.0,6.0,8.0,6.0,5.0,9.0,11.0,5.0,4.0,6.0,5.0,1,0,0,0,0.0,0.0,0.0,0,8,9,6.0,2.0,9,5,9.0,5.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,152,0,0.0,0.7603904236592944,0.23960957634070557,5502,5502,5502,c22_9104,6070,0,0,0,0,0,0,c22,1,4,14,3,7.60090246,6.812445099,-0.78845736,0.0,0.0,4,4,4,1,2,1,2,2,1,2,1,4,3,2,2,3,2,4,3,2,3,4,3,3,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,3,3,4,4,3,4,4,4,3,4,3,3,4,3,1,2,1,1,2,1,3,3,3,1,1,1,1,2,4,4,4,4,3,4,4,3,3,2,1,4,3,2,3,4,3,3,4,4,4,2,1,1,1,1,2,3,3,3,3,4,1,3,3,3,3,3,2,2,4,13,16,13,13,13,11,10,8,6,4,18,13,7,5,9,6,13.0,15.0,10.0,14.0,12.0,11.0,8.0,11.0,7.0,4.0,13.0,15.0,6.0,8.0,7.0,6.0,1,0,0,0,0.0,0.0,0.0,0,2,5,2.0,5.0,7,6,4.0,7.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
156,156,0,0.0,0.7364156953683454,0.26358430463165466,34335,34335,34335,s46_4123,38269,0,0,0,0,0,0,s46,1,23,10,1,7.264430223,6.907755279,-0.356674944,0.0,0.0,4,4,4,2,2,1,2,3,1,1,1,4,4,4,4,4,1,4,3,3,4,3,4,3,1,1,1,1,1,2,3,1,1,1,1,1,1,1,6,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,3,1,3,2,4,1,2,1,1,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,1,1,2,1,4,3,4,4,4,4,4,1,3,4,3,3,2,2,1,1,12,21,11,14,16,8,6,10,6,5,9,10,5,5,4,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,1,3,,,9,5,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
179,179,0,0.0,0.8243629348720335,0.17563706512796656,31176,31176,31176,s29_6226,34727,0,0,0,0,0,0,s29,2,26,12,4,7.215239979,6.959048573,-0.256191405,0.0,6.666666667,4,4,4,1,1,1,2,4,1,2,1,2,1,2,3,3,1,4,3,4,4,3,4,3,1,1,1,1,1,1,5,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,1,1,3,1,4,4,4,1,1,1,1,2,4,4,4,4,4,4,4,3,3,4,3,4,4,4,3,4,3,4,4,1,4,1,1,1,1,4,4,4,4,4,4,4,1,3,3,2,2,1,1,2,2,10,12,10,16,13,8,6,10,3,4,11,12,9,4,3,3,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,8,1,,,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,180,0,0.0,0.7643561260359901,0.2356438739640098,2389,2389,2389,c15_7422,2693,0,0,0,0,0,0,c15,4,22,12,4,6.978851201,6.767993337,-0.21085786399999998,0.0,5.263157895,4,4,4,1,1,1,2,4,1,1,2,1,1,2,2,1,1,4,3,3,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,2,3,1,3,4,4,1,2,1,2,4,4,4,3,4,3,4,4,4,4,3,4,4,4,4,3,3,3,3,3,3,4,1,1,1,1,3,2,3,3,3,3,4,1,3,3,2,2,1,2,1,3,10,8,11,11,11,8,7,9,4,6,11,11,9,4,7,6,14.0,8.0,12.0,11.0,11.0,8.0,7.0,6.0,3.0,5.0,14.0,15.0,6.0,4.0,6.0,4.0,1,0,0,0,0.0,0.0,0.0,0,2,5,6.0,2.0,8,1,2.0,3.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,181,0,0.0,0.8469511562152816,0.15304884378471842,378,378,378,c10_7208,449,0,0,0,0,0,0,c10,2,8,12,4,7.706262975,7.418580903,-0.287682072,0.0,0.0,4,4,4,1,1,1,2,1,1,1,2,1,1,1,3,4,1,4,4,4,4,3,4,4,1,6,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,3,3,4,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,4,4,4,4,4,4,4,1,4,4,2,2,2,1,1,4,13,11,8,20,11,8,6,6,5,4,8,9,5,4,3,3,9.0,8.0,7.0,12.0,11.0,8.0,6.0,6.0,3.0,4.0,13.0,9.0,5.0,4.0,3.0,3.0,1,0,0,0,0.0,0.0,0.0,0,3,1,3.0,1.0,2,3,8.0,1.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,182,0,0.0,0.7480957697813932,0.2519042302186067,34871,34871,34871,s6_6204,38851,0,0,0,0,0,0,s6,2,4,12,4,7.032918422000001,6.627453313999999,-0.40546510799999996,3.7037037039999996,5.555555556,4,4,4,2,3,1,1,3,2,2,2,4,3,2,2,3,1,3,4,3,2,3,4,3,1,2,1,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,1,1,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,1,1,2,2,1,3,3,3,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,3,1,1,2,1,2,2,3,3,2,2,3,2,3,3,3,1,3,3,3,2,15,15,13,15,15,8,12,9,6,4,16,18,7,5,8,8,,,,,,,,,,,,,,,,,2,0,0,0,,,,0,2,5,,,1,4,,,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
